date,drug_id,drug_name,region,units_sold,moving_avg_sales_7d,price_per_unit,manufacturer,dosage_form,disease_name,region_disease_cases,google_trend_score,season,stock_available,lead_time_days,supplier_id,pending_orders,warehouse_id,auto_reorder_level,temperature,humidity,pollution_index,event_flag
2024-10-08,209,Aspirin,South,189,198.666666666667,10.52,PharmaI,Tablet,Cold,35,89,Summer,324,7,1,96,1,100,29.5,31,69,1
2024-10-08,210,Omeprazole,South,170,166.333333333333,9.99,PharmaJ,Capsule,Acidity,27,91,Summer,218,3,2,6,1,100,15.3,62,60,0
2024-10-09,201,Paracetamol,South,191,197.25,16.88,PharmaA,Tablet,Flu,187,67,Summer,270,6,5,42,1,100,16,79,192,0
2024-10-09,202,Amoxicillin,North,137,154.75,17.17,PharmaB,Capsule,Infection,96,32,Winter,378,3,3,24,2,100,29.2,39,145,1
2024-10-09,203,Ibuprofen,South,194,206,10.48,PharmaC,Syrup,Pain,165,32,Winter,267,4,3,74,2,100,19.5,74,153,0
2024-10-09,204,Cetirizine,North,158,142.5,16.19,PharmaD,Injection,Allergy,162,79,Summer,491,6,2,74,2,100,23.8,57,84,1
2024-10-09,205,Azithromycin,North,215,200.75,23.63,PharmaE,Tablet,Bacterial Infection,80,56,Winter,145,3,1,71,1,100,18.3,76,67,1
2024-10-09,206,Metformin,South,162,163,27.75,PharmaF,Tablet,Diabetes,162,50,Summer,469,4,1,11,2,100,33.1,39,154,1
2024-10-09,207,Loratadine,South,196,206.75,19.8,PharmaG,Syrup,Hay Fever,57,98,Winter,243,5,1,60,2,100,26.8,59,95,0
2024-10-09,208,Doxycycline,South,121,153.5,5.03,PharmaH,Capsule,Fever,124,52,Summer,110,6,2,98,1,100,32.8,78,184,1
2024-10-09,209,Aspirin,North,205,200.25,9.16,PharmaI,Tablet,Cold,206,31,Summer,311,5,3,6,1,100,24.5,76,161,0
2024-10-09,210,Omeprazole,South,144,160.75,15.11,PharmaJ,Capsule,Acidity,226,68,Summer,346,5,2,51,2,100,20.6,64,104,1
2024-10-10,201,Paracetamol,North,210,199.8,11.16,PharmaA,Tablet,Flu,184,82,Summer,411,3,3,24,2,100,19.6,49,167,1
2024-10-10,202,Amoxicillin,North,150,153.8,10.01,PharmaB,Capsule,Infection,238,66,Summer,113,2,4,34,2,100,25.1,39,87,1
2024-10-10,203,Ibuprofen,North,197,204.2,17.51,PharmaC,Syrup,Pain,215,31,Summer,130,3,2,58,2,100,18.2,75,150,0
2024-10-10,204,Cetirizine,South,166,147.2,14.08,PharmaD,Injection,Allergy,120,59,Winter,208,2,5,41,2,100,16.4,37,116,0
2024-10-10,205,Azithromycin,North,202,201,10.62,PharmaE,Tablet,Bacterial Infection,68,97,Summer,201,3,4,27,1,100,25.6,52,158,1
2024-10-10,206,Metformin,South,146,159.6,26.49,PharmaF,Tablet,Diabetes,138,79,Summer,459,6,5,7,2,100,23.9,75,143,1
2024-10-10,207,Loratadine,South,204,206.2,19.71,PharmaG,Syrup,Hay Fever,134,42,Summer,236,4,1,89,1,100,31.6,88,183,0
2024-10-10,208,Doxycycline,North,139,150.6,22.85,PharmaH,Capsule,Fever,207,97,Winter,134,3,2,30,1,100,19.7,87,77,1
2024-10-10,209,Aspirin,North,194,199,28.17,PharmaI,Tablet,Cold,61,40,Summer,350,3,4,9,1,100,27.1,64,90,1
2024-10-10,210,Omeprazole,North,161,160.8,7.01,PharmaJ,Capsule,Acidity,101,60,Summer,424,7,5,63,1,100,27.4,63,184,1
2024-10-11,201,Paracetamol,South,201,200,23.16,PharmaA,Tablet,Flu,97,57,Summer,165,4,5,76,2,100,28.2,83,142,1
2024-10-11,202,Amoxicillin,North,156,154.166666666667,21.79,PharmaB,Capsule,Infection,214,56,Winter,100,4,3,93,1,100,30.4,50,155,0
2024-10-11,203,Ibuprofen,South,192,202.166666666667,18.39,PharmaC,Syrup,Pain,70,97,Summer,91,4,5,81,2,100,27.4,44,145,1
2024-10-11,204,Cetirizine,South,134,145,27.19,PharmaD,Injection,Allergy,169,48,Summer,291,3,4,51,1,100,21.1,53,55,1
2024-10-11,205,Azithromycin,South,185,198.333333333333,24.2,PharmaE,Tablet,Bacterial Infection,177,45,Winter,381,6,3,97,1,100,21.4,50,191,0
2024-10-11,206,Metformin,North,140,156.333333333333,29.6,PharmaF,Tablet,Diabetes,168,92,Summer,209,4,5,62,2,100,20,61,170,0
2024-10-11,207,Loratadine,North,197,204.666666666667,7.63,PharmaG,Syrup,Hay Fever,127,53,Winter,486,5,4,76,2,100,16,77,97,0
2024-10-11,208,Doxycycline,North,157,151.666666666667,24.41,PharmaH,Capsule,Fever,199,80,Summer,105,6,2,96,2,100,19.9,72,167,0
2024-10-11,209,Aspirin,North,209,200.666666666667,22.96,PharmaI,Tablet,Cold,58,38,Winter,490,2,2,62,1,100,21.3,49,104,1
2024-10-11,210,Omeprazole,South,164,161.333333333333,5.05,PharmaJ,Capsule,Acidity,239,97,Summer,117,3,2,42,1,100,23,51,71,0
2024-10-12,201,Paracetamol,South,222,203.142857142857,12.25,PharmaA,Tablet,Flu,61,65,Summer,154,5,1,19,1,100,27.9,69,143,1
2024-10-12,202,Amoxicillin,North,135,151.428571428571,25.74,PharmaB,Capsule,Infection,65,39,Winter,223,2,4,67,2,100,27.5,55,108,1
2024-10-12,203,Ibuprofen,South,213,203.714285714286,23.1,PharmaC,Syrup,Pain,80,81,Winter,107,5,4,94,2,100,20.4,61,87,1
2024-10-12,204,Cetirizine,North,131,143,8.81,PharmaD,Injection,Allergy,189,41,Winter,347,6,2,32,2,100,27.9,53,96,1
2024-10-12,205,Azithromycin,South,224,202,26.26,PharmaE,Tablet,Bacterial Infection,103,64,Summer,335,4,5,59,2,100,23.9,34,102,1
2024-10-12,206,Metformin,North,137,153.571428571429,7.5,PharmaF,Tablet,Diabetes,222,61,Summer,444,5,3,74,2,100,15.4,83,72,1
2024-10-12,207,Loratadine,South,202,204.285714285714,12.95,PharmaG,Syrup,Hay Fever,208,53,Winter,277,4,4,50,2,100,22.4,31,193,0
2024-10-12,208,Doxycycline,North,161,153,20,PharmaH,Capsule,Fever,152,57,Winter,116,2,1,28,1,100,17.6,57,182,1
2024-10-12,209,Aspirin,North,180,197.714285714286,19.14,PharmaI,Tablet,Cold,50,91,Summer,328,6,3,94,2,100,17.2,43,81,0
2024-10-12,210,Omeprazole,North,151,159.857142857143,20.89,PharmaJ,Capsule,Acidity,133,38,Summer,103,6,1,42,2,100,24.6,80,160,0
2024-10-13,201,Paracetamol,South,168,201,18.57,PharmaA,Tablet,Flu,199,48,Winter,425,6,4,71,1,100,34.4,64,198,1
2024-10-13,202,Amoxicillin,South,154,151.285714285714,8.94,PharmaB,Capsule,Infection,81,98,Summer,254,5,1,34,1,100,15.4,45,58,1
2024-10-13,203,Ibuprofen,South,223,206.714285714286,11.58,PharmaC,Syrup,Pain,211,94,Winter,76,7,1,27,2,100,30.7,85,128,1
2024-10-13,204,Cetirizine,North,147,144.714285714286,26,PharmaD,Injection,Allergy,167,69,Summer,138,3,3,41,1,100,31.8,33,59,0
2024-10-13,205,Azithromycin,South,217,206.142857142857,28.16,PharmaE,Tablet,Bacterial Infection,36,94,Summer,129,3,5,41,2,100,23.6,35,141,0
2024-10-13,206,Metformin,South,156,153.428571428571,9,PharmaF,Tablet,Diabetes,143,75,Winter,428,2,5,50,1,100,29,84,138,1
2024-10-13,207,Loratadine,North,195,204.285714285714,12.46,PharmaG,Syrup,Hay Fever,159,44,Summer,258,7,1,30,2,100,27.4,89,110,0
2024-10-13,208,Doxycycline,South,154,152.285714285714,16.32,PharmaH,Capsule,Fever,67,76,Summer,149,7,3,14,1,100,26.2,74,189,1
2024-10-13,209,Aspirin,North,213,197.142857142857,14.81,PharmaI,Tablet,Cold,110,77,Summer,490,6,4,63,1,100,23,60,69,1
2024-10-13,210,Omeprazole,North,149,159.571428571429,25.33,PharmaJ,Capsule,Acidity,223,63,Winter,272,4,5,27,1,100,27.4,55,74,1
2024-10-14,201,Paracetamol,North,204,200.428571428571,27.92,PharmaA,Tablet,Flu,140,77,Summer,157,2,3,54,1,100,31.5,41,182,0
2024-10-14,202,Amoxicillin,North,142,149.428571428571,29.83,PharmaB,Capsule,Infection,168,78,Winter,211,2,5,63,1,100,32.4,76,132,0
2024-10-14,203,Ibuprofen,South,204,206.571428571429,27.19,PharmaC,Syrup,Pain,115,45,Winter,491,6,2,57,1,100,18.9,85,93,0
2024-10-14,204,Cetirizine,South,155,147,12.06,PharmaD,Injection,Allergy,188,84,Winter,158,4,1,66,1,100,34,72,70,0
2024-10-14,205,Azithromycin,North,221,206.428571428571,14.5,PharmaE,Tablet,Bacterial Infection,61,82,Summer,361,6,3,68,2,100,33.2,34,111,0
2024-10-14,206,Metformin,South,157,151.714285714286,24.64,PharmaF,Tablet,Diabetes,244,91,Summer,491,5,1,55,1,100,27,76,181,1
2024-10-14,207,Loratadine,South,200,203.142857142857,7.04,PharmaG,Syrup,Hay Fever,208,91,Summer,287,7,4,20,2,100,16.1,68,87,1
2024-10-14,208,Doxycycline,North,133,149.142857142857,22.08,PharmaH,Capsule,Fever,169,31,Winter,354,7,1,8,1,100,25.2,66,148,0
2024-10-14,209,Aspirin,South,207,199.571428571429,15.79,PharmaI,Tablet,Cold,81,31,Summer,189,7,2,92,1,100,32.9,75,179,1
2024-10-14,210,Omeprazole,North,117,150.857142857143,15.98,PharmaJ,Capsule,Acidity,157,76,Summer,216,5,2,17,2,100,29.9,70,50,0
2024-10-15,201,Paracetamol,North,198,199.142857142857,18.91,PharmaA,Tablet,Flu,185,38,Summer,396,5,4,41,2,100,26.2,55,72,1
2024-10-15,202,Amoxicillin,South,142,145.142857142857,7.53,PharmaB,Capsule,Infection,177,93,Winter,77,7,5,58,2,100,20.7,43,177,0
2024-10-15,203,Ibuprofen,South,238,208.714285714286,10.95,PharmaC,Syrup,Pain,227,44,Winter,84,7,1,95,2,100,23.5,83,132,0
2024-10-15,204,Cetirizine,South,143,147.714285714286,28,PharmaD,Injection,Allergy,100,57,Summer,366,6,5,46,1,100,30.3,41,74,1
2024-10-15,205,Azithromycin,North,188,207.428571428571,25.09,PharmaE,Tablet,Bacterial Infection,231,39,Winter,161,4,2,45,2,100,30.7,54,89,0
2024-10-15,206,Metformin,North,129,146.714285714286,25.07,PharmaF,Tablet,Diabetes,240,87,Winter,140,5,3,95,1,100,29.7,43,130,1
2024-10-15,207,Loratadine,North,194,198.285714285714,14.31,PharmaG,Syrup,Hay Fever,237,90,Winter,197,4,2,3,1,100,27.3,41,85,1
2024-10-15,208,Doxycycline,North,145,144.285714285714,27.94,PharmaH,Capsule,Fever,190,49,Summer,462,2,3,72,1,100,30.2,82,112,0
2024-10-15,209,Aspirin,North,195,200.428571428571,24.63,PharmaI,Tablet,Cold,217,80,Winter,314,6,4,18,2,100,34.5,46,56,1
2024-10-15,210,Omeprazole,North,147,147.571428571429,29.07,PharmaJ,Capsule,Acidity,211,72,Winter,153,2,2,82,2,100,21.9,36,183,1
2024-10-16,201,Paracetamol,North,198,200.142857142857,5.43,PharmaA,Tablet,Flu,60,84,Winter,414,6,2,55,2,100,19.4,53,153,0
2024-10-16,202,Amoxicillin,North,131,144.285714285714,20.94,PharmaB,Capsule,Infection,111,91,Winter,129,7,1,73,1,100,34,72,62,1
2024-10-16,203,Ibuprofen,South,201,209.714285714286,18.59,PharmaC,Syrup,Pain,136,40,Summer,476,5,4,95,2,100,19.3,57,58,0
2024-10-16,204,Cetirizine,South,151,146.714285714286,16.02,PharmaD,Injection,Allergy,180,37,Winter,191,5,1,16,2,100,22,34,169,0
2024-10-16,205,Azithromycin,South,216,207.571428571429,23.96,PharmaE,Tablet,Bacterial Infection,223,75,Winter,290,5,4,18,1,100,27.5,33,81,0
2024-10-16,206,Metformin,South,128,141.857142857143,12.74,PharmaF,Tablet,Diabetes,78,45,Summer,291,7,3,23,1,100,22.5,46,89,0
2024-10-16,207,Loratadine,North,219,201.571428571429,10.55,PharmaG,Syrup,Hay Fever,173,52,Winter,497,2,4,67,1,100,31.4,72,104,1
2024-10-16,208,Doxycycline,South,142,147.285714285714,22.39,PharmaH,Capsule,Fever,170,54,Summer,233,5,4,92,1,100,30.5,54,127,1
2024-10-16,209,Aspirin,North,191,198.428571428571,16.63,PharmaI,Tablet,Cold,167,56,Summer,132,6,2,93,1,100,33.8,30,104,0
2024-10-16,210,Omeprazole,North,148,148.142857142857,13.15,PharmaJ,Capsule,Acidity,99,40,Summer,483,5,5,30,1,100,31.2,65,196,1
2024-10-17,201,Paracetamol,South,206,199.571428571429,11.22,PharmaA,Tablet,Flu,246,90,Winter,326,5,3,3,2,100,20,39,93,1
2024-10-17,202,Amoxicillin,North,141,143,11.97,PharmaB,Capsule,Infection,234,75,Winter,438,3,5,25,1,100,18.3,50,123,0
2024-10-17,203,Ibuprofen,North,224,213.571428571429,29.19,PharmaC,Syrup,Pain,49,77,Summer,498,6,4,36,1,100,26.4,80,143,1
2024-10-17,204,Cetirizine,South,155,145.142857142857,23.59,PharmaD,Injection,Allergy,157,73,Winter,148,5,4,83,1,100,23.5,80,51,1
2024-10-17,205,Azithromycin,North,207,208.285714285714,14.59,PharmaE,Tablet,Bacterial Infection,49,69,Winter,187,4,3,45,1,100,25.8,68,139,0
2024-10-17,206,Metformin,North,165,144.571428571429,22.86,PharmaF,Tablet,Diabetes,238,63,Summer,59,5,1,70,2,100,30.1,81,63,1
2024-10-17,207,Loratadine,South,180,198.142857142857,22.07,PharmaG,Syrup,Hay Fever,85,87,Summer,72,6,1,81,1,100,23.5,38,126,1
2024-10-17,208,Doxycycline,South,152,149.142857142857,6.8,PharmaH,Capsule,Fever,59,78,Winter,246,4,5,63,2,100,29.2,83,188,0
2024-10-17,209,Aspirin,North,189,197.714285714286,25.91,PharmaI,Tablet,Cold,153,61,Summer,344,2,2,85,2,100,19.6,55,106,1
2024-10-17,210,Omeprazole,South,145,145.857142857143,27.96,PharmaJ,Capsule,Acidity,68,42,Winter,214,5,4,82,1,100,23.5,67,50,0
2024-10-18,201,Paracetamol,South,203,199.857142857143,19.15,PharmaA,Tablet,Flu,135,51,Summer,203,5,5,98,1,100,17.5,70,192,1
2024-10-18,202,Amoxicillin,South,153,142.571428571429,26.48,PharmaB,Capsule,Infection,197,33,Winter,497,4,4,44,2,100,23.4,55,177,1
2024-10-18,203,Ibuprofen,South,212,216.428571428571,21.71,PharmaC,Syrup,Pain,188,46,Summer,155,3,4,8,1,100,31.1,58,72,1
2024-10-18,204,Cetirizine,South,155,148.142857142857,5.87,PharmaD,Injection,Allergy,152,55,Winter,181,3,1,79,1,100,23.6,50,84,0
2024-10-18,205,Azithromycin,North,180,207.571428571429,22.86,PharmaE,Tablet,Bacterial Infection,208,90,Summer,289,2,5,70,1,100,16.6,82,74,0
2024-10-18,206,Metformin,South,148,145.714285714286,20.71,PharmaF,Tablet,Diabetes,122,55,Summer,220,2,3,13,2,100,25.6,88,110,1
2024-10-18,207,Loratadine,South,206,199.428571428571,25,PharmaG,Syrup,Hay Fever,30,65,Winter,70,6,4,14,1,100,19.8,87,191,0
2024-10-18,208,Doxycycline,North,124,144.428571428571,20.57,PharmaH,Capsule,Fever,218,30,Winter,272,2,4,48,1,100,24.1,51,172,0
2024-10-18,209,Aspirin,South,180,193.571428571429,6.05,PharmaI,Tablet,Cold,122,48,Summer,403,6,2,81,2,100,19,61,163,0
2024-10-18,210,Omeprazole,North,144,143,12.51,PharmaJ,Capsule,Acidity,45,70,Winter,369,6,4,34,1,100,16,59,86,1
2024-10-19,201,Paracetamol,South,227,200.571428571429,5.17,PharmaA,Tablet,Flu,151,84,Summer,452,5,5,1,1,100,27.6,46,140,0
2024-10-19,202,Amoxicillin,South,151,144.857142857143,28.33,PharmaB,Capsule,Infection,147,69,Winter,183,2,5,29,2,100,22.2,42,129,1
2024-10-19,203,Ibuprofen,South,218,217.142857142857,19.44,PharmaC,Syrup,Pain,55,50,Summer,379,2,5,67,1,100,23.3,33,85,1
2024-10-19,204,Cetirizine,South,148,150.571428571429,23.56,PharmaD,Injection,Allergy,131,99,Winter,205,4,1,51,1,100,30.1,84,52,1
2024-10-19,205,Azithromycin,South,185,202,22.4,PharmaE,Tablet,Bacterial Infection,57,93,Winter,367,6,4,18,2,100,32.5,47,89,0
2024-10-19,206,Metformin,South,131,144.857142857143,16.99,PharmaF,Tablet,Diabetes,21,37,Summer,140,5,4,69,2,100,17.2,57,178,0
2024-10-19,207,Loratadine,North,206,200,21.6,PharmaG,Syrup,Hay Fever,78,85,Winter,90,4,3,91,1,100,19.6,89,188,0
2024-10-19,208,Doxycycline,South,140,141.428571428571,16.38,PharmaH,Capsule,Fever,118,80,Winter,303,7,2,84,2,100,16.1,38,127,0
2024-10-19,209,Aspirin,South,206,197.285714285714,21.07,PharmaI,Tablet,Cold,186,34,Winter,436,4,1,45,2,100,24.8,82,73,1
2024-10-19,210,Omeprazole,North,160,144.285714285714,15.46,PharmaJ,Capsule,Acidity,166,84,Winter,487,7,3,95,2,100,26.5,34,166,0
2024-10-20,201,Paracetamol,South,200,205.142857142857,27.67,PharmaA,Tablet,Flu,110,58,Winter,89,5,4,48,2,100,20.8,35,51,1
2024-10-20,202,Amoxicillin,South,170,147.142857142857,21.56,PharmaB,Capsule,Infection,58,56,Summer,352,2,5,69,2,100,31,89,123,1
2024-10-20,203,Ibuprofen,South,218,216.428571428571,16.1,PharmaC,Syrup,Pain,178,56,Winter,398,5,1,22,2,100,27.3,51,52,1
2024-10-20,204,Cetirizine,South,153,151.428571428571,19.4,PharmaD,Injection,Allergy,102,39,Winter,440,4,2,16,1,100,30.3,55,132,1
2024-10-20,205,Azithromycin,South,185,197.428571428571,6.28,PharmaE,Tablet,Bacterial Infection,226,91,Summer,401,2,1,44,2,100,19.8,46,186,1
2024-10-20,206,Metformin,South,155,144.714285714286,28.02,PharmaF,Tablet,Diabetes,52,98,Summer,441,4,4,61,2,100,22.6,81,136,0
2024-10-20,207,Loratadine,South,182,198.142857142857,18.65,PharmaG,Syrup,Hay Fever,143,90,Summer,498,3,4,21,1,100,25.1,56,151,1
2024-10-20,208,Doxycycline,South,134,138.571428571429,13.03,PharmaH,Capsule,Fever,139,51,Winter,223,6,2,17,1,100,26.3,50,116,1
2024-10-20,209,Aspirin,South,189,193.857142857143,16.52,PharmaI,Tablet,Cold,196,95,Winter,426,3,1,92,1,100,28.9,37,191,0
2024-10-20,210,Omeprazole,South,138,142.714285714286,18.57,PharmaJ,Capsule,Acidity,82,39,Summer,228,2,1,13,2,100,30.3,47,78,0
2024-10-21,201,Paracetamol,North,185,202.428571428571,6.04,PharmaA,Tablet,Flu,48,62,Summer,172,5,3,50,2,100,21.7,50,161,1
2024-10-21,202,Amoxicillin,South,148,148,15.85,PharmaB,Capsule,Infection,39,80,Winter,132,5,2,73,2,100,19.4,49,171,0
2024-10-21,203,Ibuprofen,North,231,220.285714285714,6.67,PharmaC,Syrup,Pain,104,99,Winter,220,2,5,59,1,100,23.2,61,87,1
2024-10-21,204,Cetirizine,North,152,151,25.91,PharmaD,Injection,Allergy,20,40,Summer,324,3,3,40,2,100,31.7,50,87,1
2024-10-21,205,Azithromycin,South,197,194,17.09,PharmaE,Tablet,Bacterial Infection,74,65,Summer,415,2,1,31,2,100,31.4,40,192,0
2024-10-21,206,Metformin,North,145,143,23.81,PharmaF,Tablet,Diabetes,140,87,Winter,192,2,2,58,2,100,31.7,68,89,1
2024-10-21,207,Loratadine,South,217,200.571428571429,25.46,PharmaG,Syrup,Hay Fever,220,40,Winter,196,7,4,8,1,100,25.5,68,166,0
2024-10-21,208,Doxycycline,North,143,140,24.57,PharmaH,Capsule,Fever,219,92,Winter,451,6,3,70,2,100,25.7,84,164,1
2024-10-21,209,Aspirin,North,213,194.714285714286,16.58,PharmaI,Tablet,Cold,207,76,Summer,321,4,5,34,1,100,25.4,59,146,0
2024-10-21,210,Omeprazole,North,162,149.142857142857,23.25,PharmaJ,Capsule,Acidity,52,87,Summer,452,6,5,42,2,100,29.1,80,82,1
2024-10-22,201,Paracetamol,South,208,203.857142857143,19.15,PharmaA,Tablet,Flu,180,43,Winter,97,4,4,67,1,100,25,77,141,1
2024-10-22,202,Amoxicillin,South,142,148,14.48,PharmaB,Capsule,Infection,124,98,Winter,258,3,3,73,2,100,24.7,62,193,0
2024-10-22,203,Ibuprofen,South,201,215,14.28,PharmaC,Syrup,Pain,217,85,Winter,415,4,2,54,2,100,18.5,60,197,1
2024-10-22,204,Cetirizine,South,168,154.571428571429,8.12,PharmaD,Injection,Allergy,47,76,Winter,112,7,4,39,2,100,16,80,160,1
2024-10-22,205,Azithromycin,South,203,196.142857142857,20.8,PharmaE,Tablet,Bacterial Infection,87,52,Winter,388,4,3,53,2,100,31.2,47,90,1
2024-10-22,206,Metformin,South,174,149.428571428571,28.29,PharmaF,Tablet,Diabetes,146,44,Summer,74,2,1,66,2,100,29.1,45,126,0
2024-10-22,207,Loratadine,North,175,197.857142857143,6.27,PharmaG,Syrup,Hay Fever,248,52,Summer,464,7,5,50,1,100,18.4,84,187,1
2024-10-22,208,Doxycycline,South,161,142.285714285714,22.38,PharmaH,Capsule,Fever,180,41,Summer,248,6,2,73,1,100,17.1,30,169,0
2024-10-22,209,Aspirin,North,190,194,28.08,PharmaI,Tablet,Cold,89,67,Winter,88,4,3,4,1,100,18.9,35,63,1
2024-10-22,210,Omeprazole,South,145,148.857142857143,29.06,PharmaJ,Capsule,Acidity,168,36,Winter,387,6,2,85,2,100,34.8,73,136,0
2024-10-23,201,Paracetamol,South,207,205.142857142857,29.61,PharmaA,Tablet,Flu,31,57,Summer,423,3,5,42,2,100,29.1,51,187,1
2024-10-23,202,Amoxicillin,North,158,151.857142857143,7.54,PharmaB,Capsule,Infection,28,37,Winter,402,5,5,7,1,100,17.1,52,162,1
2024-10-23,203,Ibuprofen,North,205,215.571428571429,17.73,PharmaC,Syrup,Pain,90,77,Winter,331,6,4,19,1,100,18.2,30,196,1
2024-10-23,204,Cetirizine,South,168,157,28.99,PharmaD,Injection,Allergy,121,71,Winter,125,6,5,82,1,100,28.5,51,145,0
2024-10-23,205,Azithromycin,North,190,192.428571428571,18.52,PharmaE,Tablet,Bacterial Infection,188,65,Winter,447,7,4,6,1,100,25.8,50,105,0
2024-10-23,206,Metformin,North,136,150.571428571429,27.04,PharmaF,Tablet,Diabetes,245,65,Winter,103,5,2,67,1,100,30.6,31,197,1
2024-10-23,207,Loratadine,North,203,195.571428571429,27.86,PharmaG,Syrup,Hay Fever,185,60,Winter,246,3,2,61,1,100,24.2,64,101,1
2024-10-23,208,Doxycycline,South,151,143.571428571429,28.02,PharmaH,Capsule,Fever,162,72,Winter,406,6,3,0,1,100,31.9,60,89,0
2024-10-23,209,Aspirin,North,187,193.428571428571,16.94,PharmaI,Tablet,Cold,170,80,Winter,367,6,2,83,2,100,23.7,35,198,1
2024-10-23,210,Omeprazole,South,164,151.142857142857,16.79,PharmaJ,Capsule,Acidity,22,99,Winter,146,4,5,42,2,100,19.8,50,92,0
2024-10-24,201,Paracetamol,South,184,202,24.09,PharmaA,Tablet,Flu,88,43,Winter,321,6,5,29,2,100,23.3,72,116,1
2024-10-24,202,Amoxicillin,South,128,150,20.74,PharmaB,Capsule,Infection,185,69,Summer,153,7,5,83,2,100,26.4,40,172,1
2024-10-24,203,Ibuprofen,North,182,209.571428571429,24.33,PharmaC,Syrup,Pain,127,30,Summer,189,2,2,37,2,100,27.7,56,152,1
2024-10-24,204,Cetirizine,South,152,156.571428571429,12.27,PharmaD,Injection,Allergy,245,70,Winter,335,4,2,36,2,100,17.9,63,102,0
2024-10-24,205,Azithromycin,South,192,190.285714285714,10.97,PharmaE,Tablet,Bacterial Infection,134,90,Summer,415,4,1,47,1,100,18.4,87,191,0
2024-10-24,206,Metformin,North,177,152.285714285714,9.44,PharmaF,Tablet,Diabetes,226,61,Winter,182,2,4,56,2,100,19.7,45,77,1
2024-10-24,207,Loratadine,North,207,199.428571428571,18.92,PharmaG,Syrup,Hay Fever,27,40,Summer,437,3,4,54,2,100,20.3,56,51,0
2024-10-24,208,Doxycycline,North,162,145,22.67,PharmaH,Capsule,Fever,137,60,Summer,312,6,2,22,1,100,33.6,83,106,0
2024-10-24,209,Aspirin,North,204,195.571428571429,13,PharmaI,Tablet,Cold,51,76,Summer,117,6,5,81,2,100,34.5,73,80,1
2024-10-24,210,Omeprazole,North,146,151.285714285714,19.35,PharmaJ,Capsule,Acidity,112,93,Winter,154,6,2,21,2,100,18.9,46,187,0
2024-10-25,201,Paracetamol,North,212,203.285714285714,9.3,PharmaA,Tablet,Flu,248,92,Winter,491,2,4,64,1,100,35,37,148,0
2024-10-25,202,Amoxicillin,North,142,148.428571428571,9.74,PharmaB,Capsule,Infection,240,63,Winter,89,5,2,28,2,100,24.8,39,74,0
2024-10-25,203,Ibuprofen,North,191,206.571428571429,27.63,PharmaC,Syrup,Pain,80,76,Summer,218,2,1,25,2,100,15.9,55,159,0
2024-10-25,204,Cetirizine,North,152,156.142857142857,10.09,PharmaD,Injection,Allergy,38,93,Winter,452,3,3,83,1,100,16.2,64,109,1
2024-10-25,205,Azithromycin,North,219,195.857142857143,8.67,PharmaE,Tablet,Bacterial Infection,220,96,Winter,440,3,5,2,2,100,31.5,82,102,0
2024-10-25,206,Metformin,North,154,153.142857142857,11.84,PharmaF,Tablet,Diabetes,218,33,Summer,76,4,4,27,2,100,18.4,70,92,1
2024-10-25,207,Loratadine,South,198,198.285714285714,11.86,PharmaG,Syrup,Hay Fever,57,92,Winter,357,4,2,56,2,100,25.5,63,178,0
2024-10-25,208,Doxycycline,North,143,147.714285714286,7.57,PharmaH,Capsule,Fever,169,50,Winter,119,6,3,3,2,100,24,36,163,0
2024-10-25,209,Aspirin,South,210,199.857142857143,10.76,PharmaI,Tablet,Cold,109,31,Winter,213,2,5,62,2,100,32.8,68,146,1
2024-10-25,210,Omeprazole,North,148,151.857142857143,12.85,PharmaJ,Capsule,Acidity,156,97,Winter,119,6,1,81,2,100,22.9,66,87,1
2024-10-26,201,Paracetamol,South,190,198,29.37,PharmaA,Tablet,Flu,119,88,Winter,420,4,1,90,1,100,22.3,39,123,0
2024-10-26,202,Amoxicillin,South,134,146,20.59,PharmaB,Capsule,Infection,151,79,Summer,154,3,3,13,2,100,31.8,48,118,1
2024-10-26,203,Ibuprofen,South,198,203.714285714286,14.23,PharmaC,Syrup,Pain,97,58,Summer,380,3,2,12,1,100,16.7,34,109,0
2024-10-26,204,Cetirizine,North,147,156,20.05,PharmaD,Injection,Allergy,172,42,Winter,411,7,2,89,2,100,25.3,35,80,1
2024-10-26,205,Azithromycin,North,218,200.571428571429,16.18,PharmaE,Tablet,Bacterial Infection,46,71,Winter,434,6,1,16,1,100,24.9,76,183,0
2024-10-26,206,Metformin,North,173,159.142857142857,29.18,PharmaF,Tablet,Diabetes,175,96,Summer,485,7,4,17,1,100,21.1,38,158,1
2024-10-26,207,Loratadine,North,185,195.285714285714,21.16,PharmaG,Syrup,Hay Fever,158,82,Summer,421,4,3,88,2,100,35,33,107,0
2024-10-26,208,Doxycycline,North,143,148.142857142857,17.43,PharmaH,Capsule,Fever,109,53,Summer,82,4,1,2,1,100,16.7,41,136,1
2024-10-26,209,Aspirin,North,206,199.857142857143,25.03,PharmaI,Tablet,Cold,177,92,Winter,111,2,5,61,1,100,15.1,62,122,1
2024-10-26,210,Omeprazole,South,163,152.285714285714,5.56,PharmaJ,Capsule,Acidity,227,89,Winter,199,4,4,79,1,100,28.5,52,76,0
2024-10-27,201,Paracetamol,North,213,199.857142857143,12.55,PharmaA,Tablet,Flu,42,65,Winter,388,2,3,65,2,100,17.7,45,63,1
